UDISE Code,School Name,Report Date,Timestamp,Total Student Enrolment without Aadhaar,Total Aadhaar Based Student Enrolment,Kitchen Sheds Available,Conditions of Kitchen Sheds,Kitchen Device Available,Conditions of Kitchen Device,Food Grain Available,Food Grain Unavailable Reason,No of Cook Engaged,Reason if cook not Available,Best Practices Adopted,Name the Best Practices,Nutrition Kitchen Grade,Types of Vegetables Grown,School Fencing Facilities,Handwashing Facilities,Drinking Water Facilities,Source of Water Facilities,Tithi Bhojan Celebrated,"If Yes, How Many Days",No. of Children Benefited,Monthly School Introspection,Monthly School Inspection
17030205233,KARUKOL KONAGITTIM L.P.S.,2025-12-01,12:33:43,35,15,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,50,,
17110104201,KASIBIL SSA LPS,2025-12-01,08:54:45,20,4,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,24,,
17110100401,KEBOLPARA GOVT. LPS,2025-12-03,14:25:34,11,48,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,59,,
17100205907,KENIONG GOVT LPS,2025-12-02,15:15:42,14,105,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,119,,
17090103102,KHLIEHRIAT EAST GOVT LPS,2025-12-02,10:11:06,0,40,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,Yes,No,No,No,,,40,,
17090103101,KHLIEHRIAT WEST GOVT LPS,2025-12-03,11:24:22,18,149,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,167,,
17010119102,KILBHOI SSA UPS,2025-12-03,09:34:48,0,37,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,37,,
17070201704,KNOR SYIEM MADANKYNSAW LPS,2025-12-02,11:07:30,19,31,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,No,,,50,,
17020229301,KOKNAL TARASIN L.P. SCHOOL,2025-12-01,09:27:40,0,0,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,0,,
17020200102,KOKSI NENGSAT L.P.SCHOOL,2025-12-05,11:51:50,,,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17110101601,KOLKATOLA GOVT. LPS,2025-12-01,10:03:14,13,15,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,28,,
17010121102,KONARCHAR UPS,2025-12-05,15:58:16,10,128,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,138,,
17100100506,KPEPBAH NONGSIEJ LPS,2025-12-01,13:21:25,12,20,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,32,,
17070112903,KREMLABIT LPS,2025-12-03,12:59:27,0,0,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,No,No,Yes,,,0,,
17090208501,KSEH LPS,2025-12-04,13:49:19,0,12,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,12,,
17040131402,KYRDUM C.O.G UPS,2025-12-01,10:22:50,13,11,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,24,,
17070115102,LADTHADLABOH GOVT LPS,2025-12-04,11:38:52,0,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,0,,
17070115115,LADTHADLABOH UPS- SSA,2025-12-02,10:17:14,7,94,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,101,,
17100108202,LAITNONG COG E LPS,2025-12-01,14:18:02,31,6,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,37,,
17100108209,LAITNONG RCLPS,2025-12-01,14:22:15,18,2,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,20,,
17060900402,LAITUMKHRAH BENGALEE GIRLS LPS,2025-12-02,10:32:24,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17070200802,LASKEIN GOVT LPS,2025-12-03,12:53:11,9,85,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,94,,
17070212805,LATYMPHU  UPS,2025-12-01,12:02:51,20,12,Yes,Need Store Room,No,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,32,,
17080114303,LINE ADING L.P. SCHOOL,2025-12-05,10:37:37,43,14,Yes,Need Minor Repair,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,57,,
17100119504,LITTLE STAR SEC. (LPS SECTION),2025-12-01,12:39:48,147,362,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,509,,
17110200302,LOKAICHAR UPS,2025-12-05,13:05:53,2,17,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,19,,
17010306001,LOWER CHISIKGRE GOVT. LPS,2025-12-05,11:25:16,,,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,,,,,,,0,,
17030404131,LOWER GASUAPARA  SSA U.P.SCHOOL,2025-12-05,14:10:32,,,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17110214002,LOWER HULLUKONA LPS,2025-12-01,10:49:53,6,22,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,28,,
17110225603,LOWER JEMBRAGRE SSA UPS,2025-12-03,11:29:21,9,30,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,39,,
17110107001,LOWER RONGBAKGRE SSA LPS,2025-12-02,09:57:39,1,11,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,12,,
17080205501,LOWER RONGBU U.P.S.,2025-12-02,11:42:28,8,5,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,13,,
17110104601,LOWER-DAMALGRE GOVT. LPS,2025-12-03,09:57:56,,,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,0,,
17070205505,LUMAITWIEH LPS MYNSO,2025-12-01,13:35:44,14,48,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,62,,
17070211302,LUMSAMYRLEIN LPS,2025-12-03,12:57:53,13,37,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,50,,
17090101609,LUMSHYRMIT MOOPYNIENG LPS,2025-12-04,13:24:08,0,null,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,NaN,,
17060101301,LWAI PRES. SSA UPS,2025-12-04,13:42:43,0,3,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,3,,
17010202801,MADARIGRE GOVT. LPS,2025-12-04,10:45:16,33,5,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,38,,
17010206101,MAGALPARA LPS,2025-12-01,09:25:58,34,7,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,41,,
17110216301,MAGURMARI LPS,2025-12-01,10:13:21,2,32,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,No,,,34,,
17110202902,MAJHERCHAR GIRLS LPS,2025-12-05,13:14:49,10,36,Yes,Need Minor Repair,No,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,46,,
17010110001,MAKAGRE GOVT. LP SCHOOL,2025-12-03,10:45:55,27,19,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,46,,
17110110102,MALCHAPARA SSA UPS,2025-12-01,11:42:26,0,8,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,8,,
17110225401,MANDALGRE LPS,2025-12-04,12:10:01,2,12,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,14,,
17110110201,MARPARA GOVT. LPS,2025-12-05,13:04:50,0,20,No,Fully Damaged,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,20,,
17100100408,MARSHILLONG PRES LPS,2025-12-02,12:46:39,21,31,Yes,Need Minor Repair,Yes,Good Condition,No,Insufficient Food Grain,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,52,,
17100100405,MARSHILONG RCLPS,2025-12-02,12:19:05,1,26,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,27,,
17100100412,MARSHILONG RCUPS,2025-12-02,12:06:10,1,26,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,27,,
17070102001,MASKUT GOVT LPS,2025-12-03,13:44:39,1,0,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,1,,
17110122401,MATALAGRE GOVT. LPS,2025-12-02,09:34:06,,,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17110214401,MATRONGGRE LPS,2025-12-02,08:43:19,41,1,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,42,,
17100100618,MAWKHMAH UPS,2025-12-03,13:41:53,35,35,No,Need Replacement,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,,,,,,,70,,
17060207701,MAWLAI UMJAIUR LPS,2025-12-01,14:30:00,,,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17100100613,MAWLANGWIR RC UPS,2025-12-04,14:33:54,0,18,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,18,,
17060304402,MAWLYNGAD PRES LP SCHOOL,2025-12-03,11:01:09,1,14,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,15,,
17060114901,MAWMYRSIANG UMTYRNIUT PRES. LP,2025-12-04,12:37:30,0,0,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,Yes,Yes,No,Yes,,,0,,
17040403102,MAWPHANLUR UPS,2025-12-05,11:36:14,1,10,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,11,,
17100101007,MAWPHARKHREW RC UPS,2025-12-02,14:48:01,20,20,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,40,,
17100101003,MAWRANGLANG RCLPS,2025-12-01,14:48:06,5,15,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,20,,
17050224501,MAWRONG GOVT. UP. SCHOOL,2025-12-05,10:56:54,,,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17100104001,MAWSAIN GOVT LPS,2025-12-02,15:17:40,15,null,No,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,NaN,,
17100107301,MAWSAW GOVT UPS,2025-12-02,11:54:30,1,59,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,60,,
17040331824,MAWSAWA RCLPS,2025-12-02,10:23:31,0,30,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,30,,
17080200901,MEGAM ADING GOVT. L.P.S.,2025-12-03,12:16:30,36,96,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,132,,
17110211001,MEGAPGRE GOVT. LPS,2025-12-01,09:37:05,15,16,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,No,,,31,,
17070104002,MIHMYNTDU LUMCHYRMANG GOVT LPS,2025-12-02,12:06:17,35,149,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,No,No,,,184,,
17050208803,MODERN UMKTIEH PRES L.P SCHOOL,2025-12-03,12:27:39,20,20,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,40,,
17110114201,MOKPARA N/G LPS,2025-12-01,10:10:10,9,9,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,18,,
17110108303,MONABARI (R) LPS,2025-12-03,12:11:44,6,14,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,20,,
17110108302,MONABARI GOVT. LPS,2025-12-03,11:21:37,32,14,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,46,,
17090104101,MOOPALA GOVT LPS,2025-12-02,15:46:29,0,29,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,No,Yes,Yes,,,29,,
17110100310,MOTHER'S UNION AMPATI LPS,2025-12-02,11:59:04,42,160,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,202,,
17110100306,MOTHER'S UNION AMPATI UPS,2025-12-02,11:46:11,19,131,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,150,,
17070214201,MOWLUBER SSA LP SCHOOL,2025-12-04,12:19:32,,,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17070102202,MUKHLA SHOHSHRIEH  WAH LPS,2025-12-03,13:08:15,20,10,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,30,,
17070202001,MULUM LPS WAHSHNONG,2025-12-03,15:09:48,0,11,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,11,,
17070112401,MURAP LPS,2025-12-04,10:54:45,0,8,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,8,,
17110102702,MURCHAPANI GOVT. LPS,2025-12-05,12:44:31,2,12,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,Yes,,,14,,
17110102703,MURCHAPANI MAZEE COLONY SSA LPS,2025-12-01,12:36:12,4,19,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,23,,
17090104902,MUSNIANG GOVT LPS,2025-12-04,14:47:38,0,4,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,4,,
17070100402,MUSTEM EAST GOVT LPS,2025-12-03,11:34:30,7,2,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,9,,
17070200401,MYNKSAN GOVT LPS,2025-12-03,15:03:02,,,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,0,,
17110210202,NACHILPARA SONGGITAL LPS,2025-12-01,10:45:25,30,32,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,62,,
17010211402,NAJOKGRE SSA LPS,2025-12-02,08:25:18,,,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17070112507,NAMDONG A LPS,2025-12-02,12:08:39,0,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,Yes,,,0,,
17110204601,NANDIRCHAR MOKTAB LPS,2025-12-02,09:43:15,23,78,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,101,,
17070103506,NANGBAH IONGBIAM LPS,2025-12-01,13:38:48,0,25,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,25,,
17020218601,NAPAK TANGKAMA L.P.SCHOOL,2025-12-03,13:16:28,25,22,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,47,,
17100119507,NATIVITY R.C. LPS,2025-12-01,14:41:12,62,172,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,No,No,No,,,234,,
17100209401,NAYAPARA LP,2025-12-02,12:09:09,,,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17010307501,NAYAPARA SAMSUK SSA LPS,2025-12-05,12:11:08,,,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17100100714,NELSON MEMO UPS,2025-12-02,13:03:21,0,8,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,Yes,Yes,,,8,,
17100100708,NELSON MEMO.LPS,2025-12-02,13:00:34,16,28,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,Yes,Yes,,,44,,
17020111702,NENGBROK UPGRADED U.P.SCHOOL,2025-12-01,10:58:25,27,10,Yes,Need Major Repair,No,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,37,,
17110115002,NEPALGRE LPS,2025-12-01,12:58:09,0,16,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,16,,
17110203010,NEW GHUGRAKANDI LPS,2025-12-04,09:18:56,8,34,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,42,,
17020206601,NEW KHERA L.P.S,2025-12-03,10:11:39,32,14,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,Yes,Yes,,,46,,
17110207503,NEW TARAPARA LPS,2025-12-05,09:52:59,0,12,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,12,,
17090114204,NEWHILL LPS RATACHERRA,2025-12-01,09:51:41,108,27,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,135,,
17090105008,NIAMTRE LPS DONGWAHSHNONG,2025-12-01,13:37:06,,,Yes,Need Store Room,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17070205701,NIAMTRE UPS PAMMANIK,2025-12-05,13:09:25,0,45,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,45,,
17020111503,NOJENG MEMORIAL ENGLISH L.P. SCHOOL,2025-12-02,12:33:13,33,101,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,,,,,,,134,,
17030214001,NOJINGPAGITTIM L.P.SCHOOL,2025-12-01,12:33:11,0,12,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,Yes,No,,,12,,
17050304005,NONGBAH KHARSARI LPS,2025-12-04,14:09:13,,,Yes,Need Minor Repair,Yes,Need Replacement,No,Food Grain Not Received,Yes,-,No,-,-,-,,,,,,,0,,
17070103509,NONGBAH PRES. GOVT. LPS,2025-12-04,13:07:27,,,Yes,Need Replacement,Yes,Good Condition,No,Food Grain Not Received,Yes,-,Yes,-,-,-,No,Yes,No,No,,,0,,
17060107601,NONGKASEN LPS,2025-12-05,14:23:21,7,5,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,No,,,12,,
17070110702,NONGKHROH GOVT LPS,2025-12-05,09:26:51,0,14,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,No,,,14,,
17040207802,NONGKLUNGRIM UPS,2025-12-03,11:50:37,6,8,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,14,,
17040207703,NONGKYNJANG GOVT LPS,2025-12-02,13:17:48,45,80,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,125,,
17070201905,NONGKYNRIH DCLPS,2025-12-01,12:32:37,6,10,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,No,,,16,,
17100109702,NONGMYLLAM RCLPS,2025-12-02,14:44:51,18,0,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,18,,
17060600401,NONGRIM GOVT LP,2025-12-04,14:21:59,0,19,No,Fully Damaged,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,19,,
17090110301,NONGSNING GOVT LPS,2025-12-01,11:32:06,0,0,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,0,,
17070113601,NONGSUTNGA DCLPS,2025-12-04,10:18:38,8,8,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,16,,
17060200502,NONGUMLONG SSA UP SCHOOL,2025-12-01,10:46:43,0,24,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,Yes,Yes,Yes,,,24,,
17010317901,ODALGURI GOVT. LPS,2025-12-02,09:31:45,,,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,,,,,,,0,,
17110104501,OKKAPARA DEFICIT UPS,2025-12-05,11:33:26,85,147,Yes,Need Store Room,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,Yes,,,232,,
17080115101,OMORPUR L.P.SCHOOL,2025-12-01,08:56:24,14,30,Yes,Need Major Repair,Yes,Good Condition,Yes,-,Yes,-,-,-,-,-,No,No,Yes,Yes,,,44,,
17020118201,PAKREGRE  NOKMAGITTIM L.P. SCHOOL,2025-12-02,12:34:30,53,53,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,106,,
17070115701,PANALIAR GOVT LPS,2025-12-03,11:11:51,29,65,Yes,Good Condition,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,94,,
17070115702,PANALIAR UPS,2025-12-05,11:09:40,12,66,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,Yes,Yes,Yes,Yes,,,78,,
17090109102,PDENGWAHKHYNRIAM LPS,2025-12-05,10:55:11,0,0,Yes,Need Minor Repair,Yes,Good Condition,No,Food Grain Not Received,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17010515401,PILJIGRE LPS,2025-12-03,11:04:01,27,10,Yes,Need Replacement,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,Yes,No,No,,,37,,
17060203701,POMKANIEW GOVT. LP SCHOOL,2025-12-02,10:50:03,220,40,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,Yes,,,260,,
17110214301,PONCHAPARA LPS,2025-12-05,12:56:33,54,15,No,Fully Damaged,No,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,No,,,69,,
17110110301,PURASINGGA GOVT. LPS,2025-12-01,09:53:12,3,4,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,No,No,,,7,,
17110110302,PURASINGGA UPS,2025-12-02,15:41:57,3,7,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,No,No,Yes,,,10,,
17070100703,PYNTHORLANGTEIN UPS,2025-12-01,10:11:49,0,1,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,No,Yes,No,No,,,1,,
17060206905,PYNTHORUMKHRAH LP POLO HILLS,2025-12-01,10:48:11,,,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17060302904,"R,N UMPHRUP GOVT. LP",2025-12-04,10:44:52,,,Yes,Need Minor Repair,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,,,,,,,0,,
17010104701,RAJANGGOLA LPS,2025-12-05,11:22:40,,,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,,,,,,,0,,
17080116101,RAKSAM GENGNANG L.P.SCHOOL,2025-12-04,14:24:49,20,10,Yes,Need Replacement,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,No,Yes,Yes,,,30,,
17070201504,RALIANG RIATSOHPRIAM GOVT LPS,2025-12-01,12:12:08,7,16,No,Fully Damaged,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,Yes,No,No,No,,,23,,
17010115601,RAMDENGGAGRI SSA LPS,2025-12-01,13:17:56,9,12,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,21,,
17010100202,RAMJONGGRI UPS,2025-12-05,09:20:27,5,75,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,Yes,,,80,,
17110103601,RANGGAPANI LPS,2025-12-01,10:26:12,0,13,Yes,Need Minor Repair,Yes,Need Replacement,Yes,-,Yes,-,No,-,-,-,No,No,Yes,Yes,,,13,,
17070110408,RC MISSION MOOKHANGKHLA LP SCHOOL SSA,2025-12-05,13:57:57,47,47,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,No,No,,,94,,
17100101702,RCLPS MAWTHYNREW,2025-12-03,10:27:14,,,Yes,Need Major Repair,Yes,Need Replacement,Yes,-,Yes,-,Yes,-,-,-,No,Yes,Yes,Yes,,,0,,
17090107015,RIANGLAND LPS,2025-12-04,10:42:06,0,29,Yes,Good Condition,Yes,Good Condition,Yes,-,Yes,-,No,-,-,-,Yes,No,No,No,,,29,,
