_id,villageID,blockID,districtID,schoolName,udiseCode,schoolType,schoolCategory,classFrom,classTo,location,date,__v,medium,schoolImage,updatedAt,schoolMobile,schoolPhone,schoolWebsite,schoolEmail,schoolAddress,schoolFax,curriculum,double,govtBlockId,govtDistrictId,govtVillageId,isActive,clusterCategory,clusterID,clusterName,categoryID,estd_year,managedBy,principalName,principalType,schoolLatitude,schoolLongitude,schoolPinCode,schoolPincode,status,createdAt,principalTeacherID
67c6be2fba986c86a92579df,67c6be2fba986c86a92579dd,67c6b7f7e202caba881790d4,67c6ada157f5829f07d44cfc,CHEPAGRE LPS,17110211801,Co-ed,1 - Primary,1,5,CHEPAGRE,,0,,,2025-07-10T07:29:27.975Z,6009492995,,,,"CHEPAGRE, SOUTH WEST GARO HILLS",,,true,171102,1711,171102118,true,Grouping Cluster 1982,1711020003,SALMANPARA CRC,6805f39ecdeffb7bc5d92977,1995,16 - Non- Govt,Prasanto Marak,,25.426251,89.96398,794115,,Active,2025-03-04T08:47:43.628Z,
67c6be30ba986c86a92579f2,67c6be2fba986c86a92579dd,67c6b7f7e202caba881790d4,67c6ada157f5829f07d44cfc,CHEPAGRE SOROKGITTIM LPS,17110211802,Co-ed,1 - Primary,1,5,CHEPAGRE,,0,,,2025-07-10T07:29:27.975Z,8974957901,,,,CHEPAGRE SOROKGITTIM,,,true,171102,1711,171102118,true,Individual School,1711020003,SALMANPARA CRC,6805f39ecdeffb7bc5d92977,2006,14 - SSA,Nurceline Marak,,25.430005,89.963216,794115,,Active,2025-03-04T08:47:44.529Z,
67c6be31ba986c86a9257a05,67c6be2fba986c86a92579dd,67c6b7f7e202caba881790d4,67c6ada157f5829f07d44cfc,CHEPAGRE UPS,17110211803,Co-ed,4 - Upper Primary only,6,8,CHEPAGRE,,0,,,2025-07-10T07:29:27.975Z,9612914934,,,,"CHEPAGRE, SOUTH WEST GARO HILLS",,,true,171102,1711,171102118,true,Grouping Cluster 1982,1711020003,SALMANPARA CRC,68060670cdeffb7bc5d9297a,2006,14 - SSA,Sangwan A Sangma,,25.42647,89.96375,794115,,Active,2025-03-04T08:47:45.523Z,
67c6be32ba986c86a9257a16,67c6be32ba986c86a9257a14,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHERAN ALDA L.P.SCHOOL,17020113601,Co-ed,1 - Primary,1,5,CHERAN ALDA,,0,,,2025-07-10T07:29:27.748Z,8787639492,,,,Cheran Alda Rongjeng EGH,,,true,170201,1702,170201136,true,Grouping Cluster 1836,1702010007,RONGCHEK AKONG CRC,6805f39ecdeffb7bc5d92977,1993,16 - Non- Govt,Fonchalo N Marak,1- Head Master/Principal,25.74981,90.70231,794110,,Active,2025-03-04T08:47:46.286Z,
67c6be33ba986c86a9257a29,67c6be32ba986c86a9257a14,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHERAN ALDA U.P. SCHOOL,17020113602,Co-ed,4 - Upper Primary only,6,8,CHERAN ALDA,,0,,,2025-07-10T07:29:27.748Z,6009088949,,,,Cheran Alda Rongjeng EGH,,,true,170201,1702,170201136,true,Grouping Cluster 1836,1702010007,RONGCHEK AKONG CRC,68060670cdeffb7bc5d9297a,2001,14 - SSA,Pawel Ch momin,1- Head Master/Principal,25.75292,90.70197,794110,,Active,2025-03-04T08:47:47.239Z,
67c6be34ba986c86a9257a3a,67c6be34ba986c86a9257a38,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHERAN CHIKAL L.P. SCHOOL,17020118001,Co-ed,1 - Primary,1,5,CHERAN CHIKAL,,0,,,2025-07-10T07:29:27.748Z,7005945882,,,,Cheran Chikal Rongjeng EGH,,,true,170201,1702,170201180,true,Individual School,1702010007,RONGCHEK AKONG CRC,6805f39ecdeffb7bc5d92977,2003,14 - SSA,Nikrak Sangma,1- Head Master/Principal,25.70961,90.87849,794110,,Active,2025-03-04T08:47:48.315Z,
67c6be35ba986c86a9257a4f,67c6be35ba986c86a9257a4d,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHERAN SONGGITAL L.P. SCHOOL,17020113801,Co-ed,1 - Primary,1,5,CHERAN SONGGITAL,,0,,,2025-07-10T07:29:27.748Z,8761979806,,,,Cheran  Songgital Rongjeng EGH,,,true,170201,1702,170201138,true,Individual School,1702010007,RONGCHEK AKONG CRC,6805f39ecdeffb7bc5d92977,1995,16 - Non- Govt,Rakman Sangma,1- Head Master/Principal,25.73533,90.68286,794110,,Active,2025-03-04T08:47:49.288Z,
67c6be36ba986c86a9257a69,672e1eb55529191769c80e67,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHERAN SONGGITCHAM SSA UPS,17010201302,Co-ed,4 - Upper Primary only,6,8,CHERAN SONGGITCHAM,,0,,,2025-07-10T07:29:27.747Z,8812019563,,,,CHERAN SONGGITCHAM P.S TIKRIKILLA P.O CHIBINANG WEST GARO HILLS MEGHALAYA,,,true,170102,1701,170102013,true,Grouping Cluster 2797,1701020001,DEBRAGRE CRC,68060670cdeffb7bc5d9297a,2010,14 - SSA,Kameswar Rabha,1- Head Master/Principal,25.863019,90.135312,794104,,Active,2025-03-04T08:47:50.471Z,
67c6be37ba986c86a9257a7a,67c6be37ba986c86a9257a78,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHERAN SONGGITCHAM UPGRADED LPS,17020117501,Co-ed,1 - Primary,1,5,CHERAN SONGGITCHAM,,0,,,2025-07-10T07:29:27.748Z,8731962630,,,,Cheran Songgitcham Rongjeng EGH,,,true,170201,1702,170201175,true,Individual School,1702010007,RONGCHEK AKONG CRC,6805f39ecdeffb7bc5d92977,2007,14 - SSA,Ambrellina Marak,3- Acting Head Teacher,25.73142,90.69175,794110,,Active,2025-03-04T08:47:51.322Z,
67c6be38ba986c86a9257a8f,67c6be38ba986c86a9257a8d,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHERAN SONGMAGRE LPS,17010210501,Co-ed,1 - Primary,1,5,CHERAN SONGMAGRE,,0,,,2025-07-10T07:29:27.747Z,8575444942,,,,CHERAN SONGMAGRE P.O CHIBINANG WEST GARO HILLS,,,true,170102,1701,170102105,true,Individual School,1701020001,DEBRAGRE CRC,6805f39ecdeffb7bc5d92977,1979,1 - Department of Education,Epalson Marak,3- Acting Head Teacher,25.74124,90.2494,794104,,Active,2025-03-04T08:47:52.420Z,
67c6be39ba986c86a9257aa2,67c6be38ba986c86a9257a8d,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHERAN SONGMAGRE UPS,17010210502,Co-ed,4 - Upper Primary only,6,8,CHERAN SONGMAGRE,,0,,,2025-07-10T07:29:27.747Z,8787862831,,,,CHERAN SONGMAGRE P.O CHIBINANG WEST GARO HILLS,,,true,170102,1701,170102105,true,Individual School,1701020005,SOTMARENGGRE CRC,68060670cdeffb7bc5d9297a,2006,14 - SSA,Atjelarponi Sangma,1- Head Master/Principal,25.77132,90.2176,794104,,Active,2025-03-04T08:47:53.644Z,
67c6be3aba986c86a9257ab1,66a35dc2847ef156cad4565f,66a35dc2847ef156cad4565c,660d0192d83fdbd7e0e8126d,CHERANGRE GOVT. LPS,17010700929,Co-ed,1 - Primary,1,5,WARD NO. IX,,0,,,2025-07-10T07:29:27.748Z,8638986192,,,,WEST GARO HILLS TURA,,,true,170107,1701,170107009,true,Individual School,1701070005,RONGKHON CRC,6805f39ecdeffb7bc5d92977,1952,1 - Department of Education,DALYNA CH MARAK,1- Head Master/Principal,25.57721,90.32986,794002,,Active,2025-03-04T08:47:54.491Z,
67c6be3bba986c86a9257ac6,67c6be3bba986c86a9257ac4,66a35e0c847ef156cad45704,66a35e0c847ef156cad45701,CHERANGRE L.P.SCHOOL,17020315201,Co-ed,1 - Primary,1,5,CHERANGRE,,0,,,2025-07-10T07:29:27.748Z,8794765519,,,,EAST GARO HILLS MEGHALAYA,,,true,170203,1702,170203152,true,Individual School,1702030006,RONGONGGRE CRC,6805f39ecdeffb7bc5d92977,2006,14 - SSA,SHANTIMAYA SANGMA,1- Head Master/Principal,25.497768,90.584187,794111,,Active,2025-03-04T08:47:55.443Z,
67c6be3cba986c86a9257adb,67c6be3cba986c86a9257ad9,66a35e39847ef156cad4577e,660d0192d83fdbd7e0e8126d,CHERANGRE LPS,17010209701,Co-ed,1 - Primary,1,5,CHERANGRE,,0,,,2025-07-10T07:29:27.747Z,6009317081,,,,CHERANGRE WEST GARO HILLS DADENGGRE,,,true,170108,1701,170102097,true,Grouping Cluster 623,1701010007,MASANGPANI CRC,6805f39ecdeffb7bc5d92977,1992,16 - Non- Govt,Menolla A Marak,1- Head Master/Principal,25.80097,89.99941,794104,,Active,2025-03-04T08:47:56.251Z,
67c6be3dba986c86a9257aee,67c6be3cba986c86a9257ad9,66a35e39847ef156cad4577e,660d0192d83fdbd7e0e8126d,CHERANGRE SSA UPS,17010209702,Co-ed,4 - Upper Primary only,6,8,CHERANGRE,,0,,,2025-07-10T07:29:27.747Z,8787479256,,,,CHERANGRE WEST GARO HILLS DADENGGRE,,,true,170108,1701,170102097,true,Grouping Cluster 623,1701010007,MASANGPANI CRC,68060670cdeffb7bc5d9297a,2008,14 - SSA,Kallendro A Sangma ,1- Head Master/Principal,25.82769,90.05592,794104,,Active,2025-03-04T08:47:57.082Z,
67c6be3eba986c86a9257aff,67c6be3dba986c86a9257afd,67c6bb15ba986c86a9253cfa,67c6ada257f5829f07d44d07,CHERENGKERAGITTIM SSA L.P.SCHOOL,17030409901,Co-ed,1 - Primary,1,5,CHERENGKERAGITTIM,,0,,,2025-07-10T07:29:27.749Z,8787457715,,,,"CHERENGKERRGITIM P O GASUAPARA, SOUTH GARO HILLS- BAGHMARA",,,true,170304,1703,170304099,true,Individual School,1703040002,JATRAKONA  C.R.C.,6805f39ecdeffb7bc5d92977,2009,14 - SSA,KARMILLA CH SANGMA,1- Head Master/Principal,25.20306,90.28844,794103,,Active,2025-03-04T08:47:58.018Z,
67c6be3eba986c86a9257b14,67c6be3eba986c86a9257b12,67c6bb15ba986c86a9253cfa,67c6ada257f5829f07d44d07,CHERENGPARA  NON- GOVT.L.P.S.,17030403514,Co-ed,1 - Primary,1,5,CHERENGPARA,,0,,,2025-07-10T07:29:27.749Z,8787415345,,,,"CHERENGPARA P O GASUAPARA,SOUTH GARO HILLS- BAGHMARA",,,true,170304,1703,170304035,true,Grouping Cluster 2823,1703040007,DIMAPARA CRC,6805f39ecdeffb7bc5d92977,1963,16 - Non- Govt,TORUN CH SANGMA,1- Head Master/Principal,25.20758,90.27125,794103,,Active,2025-03-04T08:47:58.988Z,
67c6be3fba986c86a9257b27,67c6be3eba986c86a9257b12,67c6bb15ba986c86a9253cfa,67c6ada257f5829f07d44d07,CHERENGPARA SSA U.P.SCHOOL,17030403515,Co-ed,4 - Upper Primary only,6,8,CHERENGPARA,,0,,,2025-07-10T07:29:27.749Z,8787595560,,,,"CHERENGPARA, SOUTH GARO HILLS",,,true,170304,1703,170304035,true,Grouping Cluster 2823,1703040007,DIMAPARA CRC,68060670cdeffb7bc5d9297a,2008,14 - SSA,SILSENG CH MOMIN,1- Head Master/Principal,25.214087,90.264756,794103,,Active,2025-03-04T08:47:59.790Z,
67c6be40ba986c86a9257b38,67c6be40ba986c86a9257b36,65e6bb3750589fd54514467f,65e6b420805e43c45e04c5a4,CHERRA PRES. SEC. SCHOOL- NONGSAWLIA,17060601103,Co-ed,7 - Upper Pr. and Secondary,6,10,NONGSAWLIA,,0,,,2025-07-10T07:29:27.974Z,9436701153,,,,"NONGSAWLIA, SOHRA EAST KHASI HILLS DISTRICT 793108",,,true,170606,1706,170606011,true,Grouping Cluster 1504,1706060001,PDENGSHNONG,680606f5cdeffb7bc5d9297d,1847,11 - Deficit,VERNA M D WAANBAH,1- Head Master/Principal,25.275376,91.730994,793108,,Active,2025-03-04T08:48:00.641Z,
67c6be42ba986c86a9257b4b,67c6be40ba986c86a9257b36,65e6bb3750589fd54514467f,65e6b420805e43c45e04c5a4,CHERRA PRESBYTERIAN LP NONGSAWLIA,17060601101,Co-ed,1 - Primary,1,5,NONGSAWLIA,,0,,,2025-07-10T07:29:27.974Z,9485316827,,,,"NONGSAWLIA, SOHRA 793108",,,true,170606,1706,170606011,true,Grouping Cluster 1504,1706060001,PDENGSHNONG,6805f39ecdeffb7bc5d92977,1843,16 - Non- Govt,ANGEL VALLEY WARJRI,1- Head Master/Principal,25.18133,91.69826,793108,,Active,2025-03-04T08:48:02.170Z,
67c6be43ba986c86a9257b5e,66a36c3c853f3e622c527669,66a35ba2847ef156cad45594,66a35ba2847ef156cad45591,CHE'S STAR UPS,17070116007,Co-ed,4 - Upper Primary only,6,8,CHUTWAKHU,,0,,,2025-07-10T07:29:27.974Z,8729945134,,,,CHUWAKHU JOWAI WEST JAINTIA HILLS DISTRICT,,,true,170701,1707,170701160,true,Grouping Cluster 2686,1707010027,POHSAWIAR,68060670cdeffb7bc5d9297a,1991,14 - SSA,IDAWANDAFA J CHULLAI,1- Head Master/Principal,25.437222,92.195874,793150,,Active,2025-03-04T08:48:03.415Z,
67c6be44ba986c86a9257b6f,67c6be44ba986c86a9257b6d,67c6ba9aba986c86a92531f3,67c6ba9aba986c86a92531f0,CHIBAGOK L.P.SCHOOL,17080100901,Co-ed,1 - Primary,1,5,CHIBAGOK,,0,,,2025-07-10T07:29:27.974Z,9383337121,,,,CHIBAGOK PO RESUBELPARA,,,true,170801,1708,170801009,true,Grouping Cluster 1774,1708010001,RESUBELPARA CRC,6805f39ecdeffb7bc5d92977,1956,1 - Department of Education,PREDINATH M SANGMA,,25.891743,90.606827,794108,,Active,2025-03-04T08:48:04.190Z,
67c6be45ba986c86a9257b82,67c6be44ba986c86a9257b6d,67c6ba9aba986c86a92531f3,67c6ba9aba986c86a92531f0,CHIBAGOK UPGRADED U.P. SCHOOL,17080100902,Co-ed,4 - Upper Primary only,6,8,CHIBAGOK,,0,,,2025-07-10T07:29:27.974Z,8787641146,,,,"CHIBAGOK,P.O. RSUBELPARA, NORTH GARO HILLS",,,true,170801,1708,170801009,true,Grouping Cluster 1774,1708010001,RESUBELPARA CRC,68060670cdeffb7bc5d9297a,2009,14 - SSA,BANGRE CATHERINE S SANGMA,,25.89172,90.606805,794108,,Active,2025-03-04T08:48:05.157Z,
67c6be46ba986c86a9257b93,67c6be46ba986c86a9257b91,67c6b83fe202caba881795c4,67c6b80be202caba8817928a,CHIBAK GOVT LPS,17100200601,Co-ed,1 - Primary,1,5,CHIBAK,,0,,,2025-07-10T07:29:27.975Z,8837462692,,,,CHIBAK GOVT LOWER PRIMARY SCHOOL,,,true,171002,1710,171002006,true,Individual School,1710020001,KHONJOY,6805f39ecdeffb7bc5d92977,1962,1 - Department of Education,FULBESTONE L MARSHILONG,,25.227423,91.049652,793106,,Active,2025-03-04T08:48:06.082Z,
67c6be46ba986c86a9257ba8,67c6be46ba986c86a9257ba6,67c6b83ae202caba8817957e,67c6ada157f5829f07d44cfc,CHIBANDAGRE SSA LPS,17110124401,Co-ed,1 - Primary,1,5,CHIBANDA,,0,,,2025-07-10T07:29:27.975Z,8787883326,,,,"CHIBANDAGRE, SOUTH WEST GARO HILLS.",,,true,171101,1711,171101244,true,Individual School,1711010017,BONGPARA CRC,6805f39ecdeffb7bc5d92977,2008,14 - SSA,BALITHA S SANGMA,,25.566333,90.051056,794105,,Active,2025-03-04T08:48:06.848Z,
67c6be47ba986c86a9257bbd,67c6be47ba986c86a9257bbb,66a35e19847ef156cad45729,660d0192d83fdbd7e0e8126d,CHIBAPARA LP SCHOOL,17010511101,Co-ed,1 - Primary,1,5,CHIBAPARA,,0,,,2025-07-10T07:29:27.748Z,7005919145,,,,CHIBAPARA P.O JOSIPARA,,,true,170105,1701,170105111,true,Individual School,1701050001,MACHANGPANI CRC,6805f39ecdeffb7bc5d92977,1995,16 - Non- Govt,RANIMA G MOMIN,1- Head Master/Principal,25.252,90.228889,794103,,Active,2025-03-04T08:48:07.642Z,
67c6be48ba986c86a9257bd2,67c6be48ba986c86a9257bd0,66a35e2c847ef156cad45759,660d0192d83fdbd7e0e8126d,CHIBASALGRE SSA LP SCHOOL,17010412001,Co-ed,1 - Primary,1,5,CHIBASALGRE,,0,,,2025-07-10T07:29:27.748Z,9366643225,,,,"CHIBASALGRE SSA LP SCHOOL, CHIBASALGRE",,,true,170104,1701,170104120,true,Individual School,1701040001,RONGRAM CRC,6805f39ecdeffb7bc5d92977,2004,14 - SSA,RAKMAN R MARAK,1- Head Master/Principal,25.604304,90.273009,794002,,Active,2025-03-04T08:48:08.445Z,
67c6be49ba986c86a9257be7,67c6be49ba986c86a9257be5,67c6baadba986c86a9253395,67c6ada257f5829f07d44d07,CHIBEGRE L.P.S,17030211802,Co-ed,1 - Primary,1,5,CHIBEGRE,,0,,,2025-07-10T07:29:27.749Z,7085100218,,,,CHIBEGRE P.O. EMANGRE SOUTH GARO HILLS,,,true,170302,1703,170302118,true,Grouping Cluster 1138,1703020002,NENGKONG C.R.C.,6805f39ecdeffb7bc5d92977,1962,1 - Department of Education,SANBALNATH CH MARAK,1- Head Master/Principal,25.35167,90.63554,794102,,Active,2025-03-04T08:48:09.800Z,
67c6be4aba986c86a9257bfa,67c6be49ba986c86a9257be5,67c6baadba986c86a9253395,67c6ada257f5829f07d44d07,CHIBEGRE U.P.S,17030211801,Co-ed,4 - Upper Primary only,6,8,CHIBEGRE,,0,,,2025-07-10T07:29:27.749Z,7630043856,,,,CHIBEGRE P.O EMANGRE SOUTH GARO HILLS,,,true,170302,1703,170302118,true,Grouping Cluster 1138,1703020002,NENGKONG C.R.C.,68060670cdeffb7bc5d9297a,2001,14 - SSA,NiksengCMarak,1- Head Master/Principal,25.24274,90.64248,794102,,Active,2025-03-04T08:48:10.844Z,
67c6be4bba986c86a9257c0b,67c6be4bba986c86a9257c09,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHIBILBANG L.P.SCHOOL,17020112901,Co-ed,1 - Primary,1,5,CHIBILBANG,,0,,,2025-07-10T07:29:27.748Z,6003131488,,,,Chibilbang Rongjeng EGH,,,true,170201,1702,170201129,true,Individual School,1702010007,RONGCHEK AKONG CRC,6805f39ecdeffb7bc5d92977,1956,1 - Department of Education,Heljune Momin,1- Head Master/Principal,25.60274,90.83006,794110,,Active,2025-03-04T08:48:11.706Z,
67c6be4cba986c86a9257c20,67c6be4cba986c86a9257c1e,66a35e39847ef156cad4577e,660d0192d83fdbd7e0e8126d,CHIBINANG LP SCHOOL,17010116402,Co-ed,1 - Primary,1,5,CHIBINANG,,0,,,2025-07-10T07:29:27.747Z,8974077011,,,,CHIBINANG PO CHIBINANG WEST GARO HILLS,,,true,170108,1701,170101164,true,Individual School,1701010010,KALAPANI CRC,6805f39ecdeffb7bc5d92977,1968,1 - Department of Education,JEBUN NESSA SARKER,1- Head Master/Principal,25.81509,89.98216,794104,,Active,2025-03-04T08:48:12.701Z,
67c6be4dba986c86a9257c35,67c6be4dba986c86a9257c33,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHIBOK APAL L.P.SCHOOL,17020107401,Co-ed,1 - Primary,1,5,CHIBOK APAL,,0,,,2025-07-10T07:29:27.748Z,9366010954,,,,Chibok A.pal Rongjeng EGH,,,true,170201,1702,170201074,true,Individual School,1702010010,GABIL DANINGKA CRC,6805f39ecdeffb7bc5d92977,1985,16 - Non- Govt,Somaview N Marak,1- Head Master/Principal,25.60599,90.75278,794110,,Active,2025-03-04T08:48:13.511Z,
67c6be4eba986c86a9257c48,67c6b7f1e202caba88179044,66a35e2c847ef156cad45759,660d0192d83fdbd7e0e8126d,CHIBOK APAL SSA LP SCHOOL,17010410802,Co-ed,1 - Primary,1,5,BOLBOKGRE,,0,,,2025-07-10T07:29:27.748Z,7085365874,,,,"CHIBOK APAL SSA LP SCHOOL, CHIBOK APAL, PO. JENGJAL, WEST GARO HILLS, MEGHALAYA",,,true,170104,1701,170104108,true,Grouping Cluster 2893,1701040010,CHIOKGRE CRC,6805f39ecdeffb7bc5d92977,1996,14 - SSA,SERIL R MARAK,1- Head Master/Principal,25.655376,90.34051,794002,,Active,2025-03-04T08:48:14.373Z,
67c6be4fba986c86a9257c5b,67c6be4dba986c86a9257c33,66a36eb941e59281263c361d,66a35e0c847ef156cad45701,CHIBOK APAL U.P.SCHOOL,17020107402,Co-ed,4 - Upper Primary only,6,8,CHIBOK APAL,,0,,,2025-07-10T07:29:27.748Z,6001911383,,,,Chibok Apal Rongjeng EGH,,,true,170201,1702,170201074,true,Grouping Cluster 2893,1702010010,GABIL DANINGKA CRC,68060670cdeffb7bc5d9297a,2003,14 - SSA,Cletush Sangma,1- Head Master/Principal,25.68771,90.91021,794110,,Active,2025-03-04T08:48:15.352Z,
67c6be50ba986c86a9257c6c,67c6be50ba986c86a9257c6a,67c6b7efe202caba88179029,67c6ada257f5829f07d44d07,CHIBOKGRE GOVT. L.P.S.,17030105222,Co-ed,1 - Primary,1,5,CHIBOKGRE,,0,,,2025-07-10T07:29:27.749Z,9383272498,,,,"Chibokgre,  P.O. Chokpot S/G/Hills",,,true,170301,1703,170301052,true,Grouping Cluster 1215,1703010009,NOKPANTE(RAJA RONG)CRC.,6805f39ecdeffb7bc5d92977,1984,1 - Department of Education,FRANCIS CH MARAK,1- Head Master/Principal,25.33935,90.393525,794005,,Active,2025-03-04T08:48:16.302Z,
67c6be51ba986c86a9257c81,67c6be51ba986c86a9257c7f,66a36c57853f3e622c527689,660d0192d83fdbd7e0e8126d,CHIBOKGRE GOVT. LPS,17010131001,Co-ed,1 - Primary,1,5,CHIBOKGRE,,0,,,2025-07-10T07:29:27.747Z,9615313030,,,,VILLAGE CHIBOKGRE P.O. SELSELLA,,,true,170101,1701,170101310,true,Grouping Cluster 2186,1701010026,SOUTH KALCHENGPARA CRC,6805f39ecdeffb7bc5d92977,1992,1 - Department of Education,ANTHONY G MOMIN,1- Head Master/Principal,25.6371106,90.0577218,794105,,Active,2025-03-04T08:48:17.664Z,
67c6be53ba986c86a9257c96,67c6be53ba986c86a9257c94,66a35e2c847ef156cad45759,660d0192d83fdbd7e0e8126d,CHIBOKGRE SSA LP SCHOOL,17010406101,Co-ed,1 - Primary,1,5,CHIBOKGRE,,0,,,2025-07-10T07:29:27.748Z,8837074591,,,,"CHIBOKGRE SSA LP SCHOOL, CHIBOKGRE, WEST GARO HILLS, MEGHALAYA",,,true,170104,1701,170104061,true,Individual School,1701040008,BABADAM CRC,6805f39ecdeffb7bc5d92977,1999,14 - SSA,SEBANY M SANGMA,1- Head Master/Principal,25.76071,90.3541,794002,,Active,2025-03-04T08:48:19.251Z,
67c6be54ba986c86a9257ca9,67c6be50ba986c86a9257c6a,67c6b7efe202caba88179029,67c6ada257f5829f07d44d07,CHIBOKGRE SSA U.P.SCHOOL,17030105223,Co-ed,4 - Upper Primary only,6,8,CHIBOKGRE,,0,,,2025-07-10T07:29:27.749Z,7085277004,,,,"Chibokgre, P.O.Chokpot.S/G/Hills",,,true,170301,1703,170301052,true,Grouping Cluster 1215,1703010009,NOKPANTE(RAJA RONG)CRC.,68060670cdeffb7bc5d9297a,2011,14 - SSA,Superson   S Marak,1- Head Master/Principal,25.357845,90.380208,794103,,Active,2025-03-04T08:48:20.027Z,
67c6be54ba986c86a9257cb8,67c6be51ba986c86a9257c7f,66a36c57853f3e622c527689,660d0192d83fdbd7e0e8126d,CHIBOKGRE SSA UPS,17010131002,Co-ed,4 - Upper Primary only,6,8,CHIBOKGRE,,0,,,2025-07-10T07:29:27.747Z,8014687123,,,,VILLAGE CHIBOKGRE P.O. SELSELLA,,,true,170101,1701,170101310,true,Grouping Cluster 2186,1701010026,SOUTH KALCHENGPARA CRC,68060670cdeffb7bc5d9297a,2011,14 - SSA,Head Master,1- Head Master/Principal,25.617502,90.041258,794105,,Active,2025-03-04T08:48:20.760Z,
67c6be55ba986c86a9257cc9,67c6be55ba986c86a9257cc7,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHIBONG APAL LPS,17010207901,Co-ed,1 - Primary,1,5,CHIBONG APAL,,0,,,2025-07-10T07:29:27.747Z,9436983543,,,,Chibong Apal P.O Dadenggre West Garo Hills,,,true,170102,1701,170102079,true,Individual School,1701020006,AJIGRE CRC,6805f39ecdeffb7bc5d92977,1999,14 - SSA,Entrance T Sangma,1- Head Master/Principal,25.699389,90.202917,794003,,Active,2025-03-04T08:48:21.718Z,
67c6be56ba986c86a9257cde,67c6be56ba986c86a9257cdc,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHIBONG SONGGITCHAM SSA LPS,17010202201,Co-ed,1 - Primary,1,5,CHIBONG SONGGITCHAM,,0,,,2025-07-10T07:29:27.747Z,8837075282,,,,Chibonggitcham SSA L.P.School P.O Dadenggre West Garo Hills,,,true,170102,1701,170102022,true,Individual School,1701020010,SADOLPARA CRC,6805f39ecdeffb7bc5d92977,2006,14 - SSA,Remji Marak,1- Head Master/Principal,25.690966,90.190579,794003,,Active,2025-03-04T08:48:22.771Z,
67c6be58ba986c86a9257cf3,67c6be58ba986c86a9257cf1,67c6b7f7e202caba881790d4,67c6ada157f5829f07d44cfc,CHIBONGBONGGRI LPS,17110225901,Co-ed,1 - Primary,1,5,CHIBONGBONGGRI,,0,,,2025-07-10T07:29:27.975Z,9362020438,,,,"CHIBONGBONGGRE, SOUTH WEST GARO HILLS",,,true,171102,1711,171102259,true,Individual School,1711020011,DARUGRE CRC,6805f39ecdeffb7bc5d92977,2001,14 - SSA,KRISTON MARAK,,25.36975,89.86692,794106,,Active,2025-03-04T08:48:24.367Z,
67c6be59ba986c86a9257d08,67c6be59ba986c86a9257d06,67c6baafba986c86a92533d7,67c6ba9aba986c86a92531f0,CHIBONGGA GOVT.L.P.S.,17080204401,Co-ed,1 - Primary,1,5,CHIBONGGA,,0,,,2025-07-10T07:29:27.975Z,6000287617,,,,"CHIBONGGA, P.O. CHIBONGGA, NORTH GARO HILLS, MEGHALAYA",,,true,170802,1708,170802044,true,Grouping Cluster 2116,1708020003,CHIBONGGA CRC,6805f39ecdeffb7bc5d92977,1925,1 - Department of Education,Cherunash Marak,,25.909412,90.856135,783124,,Active,2025-03-04T08:48:25.642Z,
67c6be5aba986c86a9257d1d,67c6be5aba986c86a9257d1b,67c6baafba986c86a92533d7,67c6ba9aba986c86a92531f0,CHIBONGGA GOVT.U.P.S.,17080204201,Co-ed,7 - Upper Pr. and Secondary,6,10,MENADOBA,,0,,,2025-07-10T07:29:27.975Z,8474824644,,,,"CHIBONGGA P.O. CHIBONGGA, NORTH GARO HILLS, MEGHALAYA",,,true,170802,1708,170802042,true,Grouping Cluster 2116,1708020003,CHIBONGGA CRC,680606f5cdeffb7bc5d9297d,1947,1 - Department of Education,Silmedia K Marak,,25.921139,90.864088,783124,,Active,2025-03-04T08:48:26.592Z,
67c6be5bba986c86a9257d32,67c6be5bba986c86a9257d30,66a35e10847ef156cad45710,660d0192d83fdbd7e0e8126d,CHIBONGGRE GOVT. LPS,17010205701,Co-ed,1 - Primary,1,5,CHIBONGGRE,,0,,,2025-07-10T07:29:27.747Z,7005766944,,,chengnemmarak@gmail.com,Chibonggre P.O Dadenggre,,,true,170102,1701,170102057,true,Grouping Cluster 1673,1701020006,AJIGRE CRC,6805f39ecdeffb7bc5d92977,1968,1 - Department of Education,Chingnen B. Marak,1- Head Master/Principal,25.76762,90.09715,794003,,Active,2025-03-04T08:48:27.517Z,
